0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 
170 6 6 6 6 6 6 1 1 1 1 1 5 5 4 4 4 4 4 2 2 2 8 8 8 8 8 8 1 1 1 1 10 10 14 14 14 14 14 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 7 7 7 7 1 1 1 1 1 1 1 1 8 8 8 27 27 23 23 23 14 14 14 14 14 14 9 9 3 3 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 26 26 26 26 1 1 1 1 1 8 8 8 8 8 4 4 4 4 3 3 10 10 10 1 1 1 1 1 1 1 1 1 3 3 3 3 5 5 19 19 19 1 1 1 8 8 9 9 9 2 2 2 2 2 2 2 2 2 2 2 2 9 9 38 38 25 1 1 1 5 5 5 16 16 16 4 4 2 
169 6 6 6 6 6 6 1 1 1 1 1 1 49 49 4 4 4 4 4 2 8 8 8 8 8 8 8 1 1 1 1 1 1 14 14 14 14 14 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 7 7 7 1 1 1 1 1 1 1 1 8 8 8 8 8 2 23 23 4 4 14 14 39 39 9 9 9 9 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 26 26 26 1 1 1 1 1 8 8 8 8 8 8 4 4 3 3 3 3 10 10 1 1 1 1 1 1 1 1 1 3 3 3 3 2 2 2 19 19 1 1 1 8 8 9 9 9 4 2 2 2 2 2 2 2 2 2 2 2 2 38 38 38 1 1 1 1 5 5 5 5 32 32 4 4 4 
168 6 6 6 6 6 1 1 1 1 1 1 1 49 49 49 4 4 4 48 48 8 8 8 8 8 8 8 1 1 1 1 1 1 14 14 14 14 14 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 7 7 7 7 1 1 1 1 1 1 1 5 8 8 8 8 2 2 2 4 4 4 4 39 39 39 9 9 9 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 25 25 1 1 1 1 1 8 8 8 8 8 6 6 6 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 3 3 2 2 2 2 2 2 1 1 1 8 8 9 9 4 4 4 2 2 2 2 2 2 2 2 2 2 5 38 38 1 1 1 1 1 5 5 5 32 32 32 4 4 4 
167 6 8 8 8 1 1 1 1 1 1 1 1 49 49 49 49 4 48 48 48 48 8 8 8 8 8 5 5 5 1 1 1 3 3 14 14 14 14 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 6 7 7 7 7 1 1 1 1 1 1 5 5 5 8 8 2 2 2 2 4 4 4 4 39 39 39 9 9 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 25 25 1 1 1 1 1 8 8 8 8 6 6 6 6 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 8 8 3 3 4 4 4 2 2 2 2 2 1 1 1 1 1 5 3 3 1 1 1 1 1 10 10 10 32 32 2 2 4 4 
166 1 8 8 1 1 1 1 1 1 1 1 1 49 49 49 49 48 48 48 48 48 30 30 30 30 5 5 5 5 5 3 3 3 3 3 14 14 16 16 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 6 6 6 7 7 7 1 1 1 1 37 37 5 5 5 2 2 2 2 2 2 2 4 4 5 5 7 7 9 9 1 1 1 1 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 25 25 4 4 1 1 8 8 8 8 8 6 6 6 6 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 12 12 3 3 3 6 6 6 2 2 2 2 1 1 1 1 1 1 1 3 3 3 1 1 1 10 10 10 10 10 2 2 2 2 2 
165 1 1 1 1 1 1 1 1 1 1 1 1 1 49 49 48 48 48 48 48 30 30 30 30 30 5 5 5 5 3 3 3 3 3 3 3 16 16 16 16 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 6 6 6 6 6 7 7 1 1 1 37 37 37 2 2 2 2 2 2 2 2 2 2 2 5 5 5 7 7 7 19 1 1 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 25 4 4 4 4 4 8 8 8 8 8 6 6 6 6 2 3 3 3 3 3 1 1 1 1 1 1 13 13 1 1 1 1 1 1 1 2 2 2 2 2 12 12 12 3 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 3 3 3 3 2 2 10 10 10 10 10 2 2 2 2 2 
164 1 1 1 1 1 1 1 1 1 1 1 1 1 1 27 48 48 48 48 35 30 30 30 30 30 5 5 5 3 3 3 3 3 3 3 3 16 16 16 16 6 6 3 3 3 3 3 3 3 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 26 26 1 1 1 1 6 6 6 6 6 6 10 10 10 10 37 37 2 2 2 2 2 2 2 2 2 2 2 2 5 5 5 5 7 19 19 19 3 3 3 3 3 3 3 2 2 2 14 14 14 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 8 8 8 8 16 16 2 2 2 2 3 3 3 1 1 1 1 1 1 1 13 13 13 1 1 1 1 1 1 2 2 2 2 2 12 12 12 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 3 3 2 2 2 2 10 10 10 10 1 2 2 2 2 
163 1 1 1 1 1 1 1 1 1 1 1 1 1 1 27 6 6 6 35 35 35 30 30 30 18 18 18 3 3 3 3 3 3 3 3 3 16 16 16 16 6 6 6 3 3 3 3 3 3 1 1 1 1 1 1 1 3 3 18 18 2 2 2 26 26 26 1 1 1 1 1 6 6 6 6 10 10 10 10 10 10 2 2 2 2 2 2 1 1 1 1 2 2 2 5 5 5 5 5 19 19 19 3 3 3 3 3 3 3 3 2 14 14 14 14 14 2 2 2 2 15 15 15 15 4 4 4 4 4 4 4 11 8 8 10 16 16 2 2 2 2 3 3 1 1 1 1 1 1 1 1 1 13 13 1 1 1 1 1 1 2 2 2 2 2 12 12 12 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 2 2 2 
162 1 1 1 1 1 1 1 1 1 1 1 1 1 1 11 11 6 6 35 35 35 1 1 1 18 18 18 18 3 3 3 3 3 3 3 3 16 16 16 16 6 6 2 2 3 3 3 3 3 1 1 1 1 1 1 1 15 18 18 18 2 2 2 26 26 26 1 1 1 1 1 1 5 5 5 10 10 10 10 10 10 10 2 2 2 2 1 1 1 1 1 1 1 1 5 5 5 5 5 5 19 19 3 3 3 3 3 3 3 3 3 14 14 14 14 14 14 2 2 15 15 15 15 15 5 5 5 4 4 4 11 11 11 10 10 10 1 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 10 10 10 1 1 1 1 1 34 2 2 2 2 2 12 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 
161 1 1 1 1 1 1 1 1 1 1 1 1 1 1 11 11 11 6 35 35 1 1 1 1 18 18 18 18 18 3 3 3 3 3 3 3 16 16 16 16 2 2 2 2 2 3 3 3 3 1 1 1 1 1 1 1 18 18 18 10 10 2 2 26 26 1 1 1 1 1 1 1 5 5 5 5 10 10 10 10 10 10 11 2 2 2 1 1 1 1 1 1 1 1 1 5 5 5 5 5 20 20 20 3 3 3 3 3 3 3 3 14 14 14 14 14 14 14 14 15 15 15 15 15 5 5 5 5 4 11 11 11 11 10 10 10 1 1 2 15 15 1 1 1 1 1 1 1 1 1 1 1 10 10 10 10 1 48 48 34 34 34 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 
160 1 1 1 1 1 1 1 1 1 1 1 1 1 11 11 11 11 11 35 1 1 1 1 1 1 18 18 18 18 18 3 3 3 3 3 16 16 16 4 4 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 6 15 18 10 10 10 10 10 15 15 1 1 1 1 1 1 1 5 5 5 5 5 10 10 10 10 11 11 11 2 9 1 1 1 1 1 1 1 1 1 1 5 5 5 20 20 20 20 20 3 3 3 3 3 3 3 4 14 14 14 14 14 14 14 2 15 15 15 5 5 5 5 6 6 11 11 11 11 11 10 10 1 1 15 15 15 15 1 1 1 1 1 1 1 1 1 1 10 10 10 10 10 48 48 34 34 34 34 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 
159 1 1 1 1 1 1 1 1 1 1 1 1 1 1 11 17 17 42 42 1 1 1 1 1 1 1 18 18 18 18 2 2 2 2 2 16 16 4 4 4 4 2 2 2 2 2 2 2 2 2 1 1 1 1 1 6 7 7 10 10 10 10 10 15 15 15 1 1 1 1 1 1 1 5 5 5 5 10 10 14 14 11 11 11 9 9 9 1 1 1 1 1 1 1 1 1 1 1 1 20 20 20 20 20 20 3 28 28 3 3 4 4 4 4 4 14 14 2 2 2 2 15 15 5 5 5 6 6 6 6 11 11 11 11 6 6 1 1 15 15 15 15 1 1 1 1 1 1 1 1 1 1 10 10 10 10 19 19 19 34 34 34 34 34 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 
158 1 1 1 1 1 1 1 1 1 1 1 1 1 1 17 17 17 42 42 42 1 1 1 1 1 1 1 18 18 18 2 2 2 2 2 2 4 4 4 4 4 4 2 2 2 2 2 2 2 2 1 1 1 1 1 7 7 7 10 10 10 10 10 15 15 15 4 4 4 1 1 1 1 1 1 1 1 14 14 14 14 14 11 11 9 9 9 9 1 1 1 1 1 1 1 1 1 1 1 20 20 20 20 20 20 28 28 28 28 4 4 4 4 4 4 4 2 2 2 2 2 2 45 45 45 45 6 6 6 6 11 11 11 6 6 6 6 1 19 15 15 15 1 1 1 1 1 1 1 1 1 1 1 3 3 3 19 19 19 19 34 34 34 34 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 
157 1 1 1 1 1 1 1 1 1 1 1 1 1 1 17 17 17 42 42 42 1 1 1 1 1 1 1 1 18 2 2 2 2 2 2 2 4 4 4 4 4 4 2 2 2 2 2 2 2 2 1 1 1 1 1 7 7 7 10 10 10 10 10 15 15 15 4 4 4 4 1 1 1 1 1 1 1 14 14 14 14 2 2 11 9 9 9 9 9 1 1 1 1 1 1 1 1 1 1 20 20 20 20 6 6 28 28 28 28 4 4 4 4 4 4 2 2 2 2 2 2 2 45 45 45 45 45 6 6 11 11 11 11 6 6 6 6 19 19 19 15 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 19 19 3 3 34 34 34 8 8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 3 3 3 1 
156 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 4 4 4 42 42 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 4 4 4 4 4 4 2 2 2 2 2 2 2 2 1 1 1 1 1 7 7 7 10 10 10 10 10 15 15 15 4 4 4 4 1 1 1 1 1 1 1 14 14 14 2 2 2 2 9 9 9 9 9 1 1 1 1 1 1 1 1 1 1 1 20 6 6 6 6 6 1 1 1 4 4 4 4 4 2 2 2 2 2 2 2 2 45 45 45 45 45 11 11 11 11 11 11 6 6 6 6 19 19 19 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 5 3 3 3 3 16 16 8 8 1 1 1 1 1 1 1 1 1 1 5 5 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 
155 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 4 4 4 12 12 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 4 4 4 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 7 7 3 3 3 3 3 48 48 48 48 4 4 4 1 1 1 1 1 1 1 1 14 6 2 2 2 9 9 9 9 6 6 1 1 1 1 1 1 1 1 1 1 2 2 6 6 6 6 6 1 1 1 13 4 4 4 2 2 2 2 2 2 2 2 2 2 45 45 45 29 29 11 11 11 11 11 6 6 6 6 19 19 1 1 1 1 1 1 1 1 1 1 14 14 14 3 3 3 3 5 5 5 3 3 16 16 16 16 1 1 1 1 1 1 1 1 1 1 5 5 5 5 1 7 7 1 1 1 1 1 26 3 3 3 3 3 3 3 3 3 3 3 3 
154 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 4 12 12 12 12 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 4 4 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 3 3 3 3 3 3 3 3 48 48 48 48 20 20 20 1 1 1 1 1 1 1 1 6 6 6 2 9 9 9 9 6 6 6 6 1 1 1 1 1 1 1 1 1 2 2 6 6 6 13 13 13 13 13 13 13 13 2 2 2 2 2 2 2 2 2 2 2 2 1 1 29 29 29 11 11 11 11 48 48 1 1 1 1 1 1 1 1 1 1 1 1 1 14 14 14 14 5 5 5 5 5 5 5 5 16 16 16 16 16 1 1 1 1 1 1 1 1 1 1 5 5 5 5 7 7 7 7 6 6 6 26 26 26 3 3 3 3 3 3 3 3 3 3 3 
153 1 1 1 1 9 9 1 1 1 1 2 2 2 2 2 2 2 12 12 12 12 9 9 1 1 1 1 1 1 2 2 2 2 2 2 2 4 4 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 1 3 3 3 3 3 3 3 3 3 48 48 48 48 20 20 20 20 1 1 1 1 1 1 1 6 6 6 6 9 9 9 9 6 6 6 6 6 1 1 1 1 1 1 1 1 2 2 13 13 13 13 13 13 13 13 13 13 13 13 2 2 2 2 2 2 2 2 2 2 2 1 1 4 29 29 4 4 4 4 48 48 1 1 1 1 1 1 1 1 1 1 1 1 1 14 14 14 5 5 5 5 5 5 5 5 5 16 16 16 16 16 1 1 1 1 1 1 1 1 1 1 5 5 5 5 7 7 7 6 6 6 6 26 26 26 26 3 3 3 3 3 3 3 3 3 3 
152 1 1 1 9 9 9 9 1 5 5 2 2 2 2 2 2 2 12 12 12 12 9 9 9 1 1 1 1 1 2 2 2 2 2 2 2 2 4 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 48 48 48 48 20 20 20 20 1 1 1 1 1 1 1 6 6 6 6 9 9 9 9 6 6 6 6 6 1 1 1 1 1 1 1 7 7 7 13 13 13 13 13 13 13 13 13 13 13 13 2 2 2 2 2 2 2 2 2 35 35 4 4 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 14 14 14 5 5 5 5 5 5 5 5 5 16 16 16 16 1 1 1 1 1 1 1 1 1 1 1 5 5 5 5 7 7 7 6 6 6 6 26 26 26 26 26 3 3 3 3 3 3 3 3 3 
151 13 13 13 9 9 9 9 5 5 5 5 2 2 2 2 2 3 3 12 12 12 9 9 9 1 1 1 1 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 1 1 1 48 48 48 20 20 20 20 1 1 1 1 1 1 1 6 6 2 2 2 2 2 2 6 6 6 6 1 1 1 1 1 1 7 7 7 7 7 13 13 13 13 11 11 13 13 13 13 13 26 26 2 2 2 2 2 2 2 35 35 35 4 4 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 14 14 31 31 5 5 5 5 5 8 8 8 16 16 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 5 7 7 7 7 6 6 1 1 26 26 26 26 3 3 2 2 3 3 3 3 3 
150 13 13 13 13 9 9 9 5 5 5 5 3 3 3 3 3 3 3 3 3 12 46 46 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 11 11 11 2 2 2 2 2 2 3 3 3 3 3 3 3 1 1 1 1 1 9 9 9 20 20 20 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 7 7 7 7 7 7 7 4 4 4 11 11 11 11 10 10 10 26 26 26 26 26 2 2 2 2 35 35 35 35 5 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 31 31 31 5 5 5 8 8 8 8 8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 7 1 1 1 1 1 10 10 10 3 2 2 2 2 2 2 2 2 
149 13 13 13 13 4 4 4 5 5 5 3 3 3 3 3 3 3 3 3 3 3 46 46 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 11 11 11 11 11 2 2 2 2 2 2 3 3 3 3 3 1 1 1 1 1 1 9 9 9 9 20 20 20 1 2 2 1 1 10 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 7 7 7 7 7 7 6 6 6 4 4 5 11 11 10 10 10 10 26 26 26 26 26 26 1 1 1 35 35 35 5 5 5 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 7 31 31 31 24 24 8 8 8 8 8 8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 15 15 1 1 1 1 1 1 10 10 10 4 4 2 2 2 2 2 2 2 
148 13 13 13 4 4 4 4 5 5 3 3 3 3 3 3 3 3 3 3 3 3 3 13 13 13 13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 11 4 2 2 2 2 2 2 2 3 3 3 3 1 1 1 1 7 7 7 9 9 9 20 20 32 2 2 2 2 10 10 10 2 2 2 2 2 1 1 1 1 1 1 1 1 7 7 7 7 7 7 6 6 6 6 6 5 5 5 10 10 10 10 10 26 26 26 26 26 26 1 1 1 1 35 35 5 5 5 5 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 7 7 31 31 24 24 24 8 8 8 8 8 8 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 15 15 15 15 1 1 1 1 1 10 10 10 4 4 4 2 2 2 2 2 2 
147 1 1 1 1 4 4 41 41 41 3 3 3 3 3 3 3 3 3 3 3 3 3 13 13 13 13 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 4 4 4 2 2 2 2 2 2 2 2 2 36 36 36 36 7 7 7 7 7 7 7 7 32 32 32 2 2 4 10 10 10 10 2 35 35 35 1 1 1 1 1 1 1 7 7 7 7 7 1 1 6 6 6 6 6 5 5 5 26 10 10 10 10 26 26 26 26 26 4 1 1 1 1 1 49 49 5 5 5 5 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 23 23 7 7 7 7 7 1 24 24 24 24 8 8 8 8 8 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 15 15 15 15 1 1 1 1 1 10 10 4 4 4 4 4 2 2 2 2 2 
146 1 1 1 1 1 41 41 41 41 41 2 2 3 3 3 3 3 3 3 3 3 3 13 13 13 13 5 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 4 4 4 4 2 2 2 2 2 2 2 2 2 36 36 36 36 7 7 7 7 7 7 7 7 32 32 32 4 4 4 4 10 10 10 35 35 35 35 1 1 1 1 1 1 15 7 7 7 1 1 1 1 1 6 6 6 6 6 5 26 26 26 26 3 3 3 26 26 26 4 4 4 1 1 1 1 49 49 49 5 5 5 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 23 23 23 23 7 7 7 1 1 24 24 24 24 8 8 8 8 2 2 2 2 35 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 15 15 3 3 1 1 6 6 10 10 4 4 4 4 4 4 4 4 4 2 
145 1 1 1 1 1 41 41 41 41 41 2 2 2 3 3 3 3 3 3 3 3 3 13 13 13 5 5 5 5 5 2 2 2 2 2 2 2 2 2 2 2 5 5 4 4 4 4 4 4 2 2 2 2 2 2 2 2 2 2 36 36 36 36 7 7 7 7 7 7 7 4 4 4 4 4 4 3 3 10 10 35 35 35 35 1 1 1 1 1 15 15 15 7 1 1 1 1 1 1 1 6 6 6 6 2 26 26 26 26 3 3 3 3 26 26 4 4 4 1 1 1 1 49 49 49 2 2 2 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 23 23 23 23 1 1 1 1 1 1 24 24 24 24 8 8 8 2 2 2 35 35 35 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 6 6 6 2 2 4 4 4 4 4 4 4 4 4 4 
144 1 1 1 1 4 4 30 30 30 30 2 2 2 3 3 3 3 3 3 3 3 3 3 13 5 5 5 5 5 5 2 2 2 2 2 2 2 2 2 2 5 5 5 4 4 4 4 4 4 4 2 2 2 2 2 2 2 2 2 2 36 36 36 7 7 7 7 7 7 4 4 4 4 4 4 3 3 3 3 6 6 2 2 2 2 2 2 2 2 15 15 15 15 1 1 1 1 1 1 1 1 6 6 2 2 2 26 26 26 3 3 3 3 3 3 4 4 4 6 6 6 6 6 6 6 2 2 2 2 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 23 23 1 1 1 1 1 1 1 1 24 24 24 1 1 1 2 2 35 35 35 35 35 1 8 8 8 1 1 1 1 1 1 1 1 1 3 3 3 3 3 6 6 6 2 2 4 4 4 4 4 4 4 4 4 4 
143 1 1 1 4 4 4 30 30 30 30 34 34 34 3 3 3 3 3 3 3 3 3 3 5 5 5 5 5 5 5 3 3 2 2 2 2 2 2 6 6 5 5 3 3 4 4 4 4 4 4 1 1 1 2 2 2 2 2 2 2 2 36 36 7 7 7 7 7 7 4 4 4 4 4 3 3 3 3 6 6 6 2 2 2 2 2 2 2 2 15 15 15 15 5 1 1 1 1 1 1 18 18 2 2 2 2 2 7 7 3 3 3 3 3 3 3 4 6 6 6 6 6 6 6 6 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 19 19 1 1 1 1 1 1 1 1 1 1 1 1 1 1 35 35 35 35 35 35 8 8 8 8 8 1 1 1 1 1 1 1 3 3 3 3 3 5 5 6 2 2 2 4 4 4 4 4 4 4 4 4 4 
142 1 37 37 4 4 4 4 30 30 34 34 34 34 5 5 3 3 3 3 3 3 3 3 5 5 5 5 5 5 5 3 3 3 2 2 2 2 6 6 6 6 3 3 3 3 4 4 4 4 4 1 1 1 1 2 2 2 2 2 2 2 2 34 34 7 7 7 7 7 4 4 4 4 5 5 3 3 6 6 6 6 2 2 2 2 2 2 2 2 15 15 15 5 5 5 1 1 1 1 18 18 18 2 2 2 2 2 7 7 7 3 3 3 3 3 3 6 6 6 6 6 6 6 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 19 19 47 47 1 1 1 1 1 1 1 1 1 1 1 1 35 35 35 35 35 35 8 8 8 8 8 1 1 1 1 2 2 2 3 3 3 3 5 5 5 2 2 2 2 1 1 1 1 1 1 1 1 1 1 
141 37 37 37 4 4 4 4 4 4 34 34 34 5 5 5 5 3 3 3 3 3 3 3 5 5 5 5 5 5 9 3 3 3 50 50 50 6 6 6 6 6 3 3 3 3 3 4 4 4 4 1 1 1 1 1 2 2 2 2 2 2 2 34 34 34 10 10 10 49 49 4 4 5 5 5 5 6 6 6 6 6 2 2 2 2 2 2 2 2 1 1 1 1 5 5 1 11 11 11 18 18 18 2 2 2 2 2 7 7 7 3 3 3 3 3 3 6 6 6 6 6 6 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 47 47 47 47 1 1 1 1 1 1 1 1 1 1 1 1 35 35 35 35 7 7 8 8 8 8 19 19 19 2 2 2 2 2 3 3 22 5 5 5 2 2 2 2 1 1 1 1 1 1 1 1 1 1 
140 37 37 37 37 4 4 4 4 4 4 34 34 5 5 5 5 3 3 3 3 3 3 3 3 5 5 15 15 9 9 9 3 27 50 50 16 16 6 6 6 3 3 3 3 3 3 4 4 4 4 4 1 1 1 1 2 2 2 2 2 2 2 34 34 10 10 10 10 49 49 26 26 5 5 5 4 6 6 6 6 6 7 7 2 2 2 2 2 1 1 1 1 1 1 1 11 11 11 11 11 15 15 2 2 2 2 2 7 7 4 3 3 3 3 3 3 2 2 2 6 6 6 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 47 47 47 13 1 1 1 1 1 1 1 1 1 1 1 1 1 8 8 8 7 7 7 8 8 19 19 19 19 19 2 2 2 2 2 22 22 22 5 5 2 2 2 2 1 1 1 1 1 1 1 1 1 1 
139 37 37 37 37 8 8 8 4 4 2 2 2 2 5 5 5 3 3 3 3 3 3 3 3 3 15 15 15 15 9 9 27 27 27 16 16 16 16 6 6 3 3 3 3 3 3 19 4 4 4 4 10 10 10 19 19 2 2 2 6 6 16 16 10 10 10 10 10 10 49 26 26 4 4 4 4 4 6 6 6 7 7 7 7 1 1 1 1 1 1 1 1 1 1 1 11 11 11 33 33 15 15 15 2 2 10 10 4 4 4 4 3 3 3 3 3 2 2 2 2 6 6 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 5 47 47 13 13 13 1 1 1 1 1 1 1 1 1 1 1 1 8 8 8 8 7 7 19 19 19 19 19 19 19 2 2 2 2 2 22 22 22 7 2 2 2 2 2 9 9 9 1 1 1 1 5 5 5 
138 10 10 10 10 8 8 8 8 2 2 2 2 2 2 5 5 3 3 3 5 5 3 3 3 3 15 15 15 15 15 9 27 27 16 16 16 16 16 16 3 3 3 3 8 8 19 19 19 2 2 2 10 10 10 19 19 33 33 6 6 6 16 16 16 10 10 10 10 10 10 11 11 11 4 4 4 3 3 3 3 7 7 7 7 1 1 1 1 1 1 1 1 1 1 9 9 9 33 33 33 33 15 3 3 10 10 10 4 4 4 1 1 3 3 3 3 3 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 39 39 5 5 1 1 13 13 13 13 13 1 1 1 1 1 1 2 2 2 2 2 2 8 8 8 8 19 19 19 19 19 19 19 19 1 2 2 20 20 20 7 7 7 7 2 2 7 7 9 9 9 9 2 2 5 5 5 5 
